customer_id,recency,frequency,monetary,first_order,last_order,reference_date,r_score,f_score,m_score,rfm_score,segment,recommended_action
CUST003726,351.0,3,169.72,2025-02-27,2025-09-14,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003727,9.0,4,5093.46,2025-12-13,2026-08-22,2026-08-31,5,3,5,13,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003728,166.0,6,373.81,2025-08-01,2026-03-18,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003729,294.0,1,54.91,2025-11-10,2025-11-10,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003730,585.0,2,88.28999999999999,2024-10-13,2025-01-23,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003731,518.0,1,17.38,2025-03-31,2025-03-31,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003732,608.0,2,115.08,2024-09-11,2024-12-31,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003733,487.0,1,23.02,2025-05-01,2025-05-01,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003734,379.0,1,27.46,2025-08-17,2025-08-17,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003735,15.0,12,704.38,2024-09-09,2026-08-16,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003736,5.0,8,5628.24,2024-12-24,2026-08-26,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003737,89.0,3,82.36,2026-01-31,2026-06-03,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003738,362.0,1,17.7,2025-09-03,2025-09-03,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003739,448.0,2,58.650000000000006,2025-04-05,2025-06-09,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003740,93.0,3,179.29,2025-11-08,2026-05-30,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003741,109.0,5,337.93,2025-06-26,2026-05-14,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003742,64.0,11,969.29,2024-09-18,2026-06-28,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003743,430.0,2,94.74000000000001,2025-04-28,2025-06-27,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003744,,0,0.0,,,2026-08-31,,,,,No Purchase History,Investigate: no purchase history -- confirm signup funnel / re-engage with welcome offer.
CUST003745,6.0,8,646.29,2024-12-16,2026-08-25,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003746,211.0,1,50.6,2026-02-01,2026-02-01,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003747,129.0,6,371.08,2025-07-12,2026-04-24,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003748,452.0,3,148.9,2025-03-24,2025-06-05,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003749,65.0,2,47.41,2026-06-14,2026-06-27,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003750,206.0,3,117.24000000000001,2025-10-25,2026-02-06,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003751,30.0,10,840.66,2024-10-29,2026-08-01,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003752,367.0,1,28.02,2025-08-29,2025-08-29,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003753,105.0,2,81.3,2026-01-23,2026-05-18,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003754,619.0,1,7.54,2024-12-20,2024-12-20,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003755,110.0,4,142.1,2025-09-10,2026-05-13,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003756,203.0,3,142.13,2025-11-28,2026-02-09,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003757,111.0,3,137.85000000000002,2025-11-02,2026-05-12,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003758,166.0,1,99.7,2026-03-18,2026-03-18,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003759,408.0,2,106.44999999999999,2025-03-31,2025-07-19,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003760,44.0,8,845.04,2025-02-26,2026-07-18,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003761,26.0,8,6084.04,2025-06-15,2026-08-05,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003762,233.0,4,383.65999999999997,2025-07-16,2026-01-10,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003763,9.0,9,601.4,2024-10-01,2026-08-22,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003764,104.0,6,431.92,2025-11-02,2026-05-19,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003765,27.0,11,1771.24,2024-09-27,2026-08-04,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003766,317.0,4,397.4,2025-04-24,2025-10-18,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003767,131.0,1,76.44,2026-04-22,2026-04-22,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003768,191.0,6,417.39,2024-12-13,2026-02-21,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003769,553.0,1,128.79,2025-02-24,2025-02-24,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003770,263.0,1,41.29,2025-12-11,2025-12-11,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003771,626.0,2,47.41,2024-09-08,2024-12-13,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003772,26.0,7,5211.68,2025-04-23,2026-08-05,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003773,288.0,1,8.04,2025-11-16,2025-11-16,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003774,396.0,4,212.53,2025-02-02,2025-07-31,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003775,597.0,2,45.31,2024-11-09,2025-01-11,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003776,54.0,3,140.70999999999998,2026-03-23,2026-07-08,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003777,463.0,1,30.36,2025-05-25,2025-05-25,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003778,83.0,9,534.84,2024-10-15,2026-06-09,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003779,618.0,3,134.49,2024-09-05,2024-12-21,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003780,32.0,4,1903.19,2025-10-18,2026-07-30,2026-08-31,5,3,5,13,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003781,77.0,8,681.5699999999999,2024-10-30,2026-06-15,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003782,373.0,2,80.34,2025-07-10,2025-08-23,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003783,479.0,1,32.5,2025-05-09,2025-05-09,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003784,238.0,2,132.8,2025-11-12,2026-01-05,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003785,478.0,1,47.46,2025-05-10,2025-05-10,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003786,585.0,2,81.87,2024-10-26,2025-01-23,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003787,38.0,5,3612.26,2025-09-15,2026-07-24,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003788,81.0,8,589.37,2024-09-16,2026-06-11,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003789,104.0,2,193.31,2026-03-05,2026-05-19,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003790,125.0,1,9.11,2026-04-28,2026-04-28,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003791,203.0,3,161.87,2025-08-23,2026-02-09,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003792,130.0,2,135.38,2026-01-23,2026-04-23,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003793,19.0,11,2056.93,2024-09-15,2026-08-12,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003794,24.0,13,931.12,2024-09-14,2026-08-07,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003795,280.0,1,31.06,2025-11-24,2025-11-24,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003796,146.0,1,20.27,2026-04-07,2026-04-07,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003797,48.0,1,46.07,2026-07-14,2026-07-14,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003798,471.0,4,103.65,2024-11-12,2025-05-17,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003799,179.0,6,250.14,2025-08-04,2026-03-05,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003800,34.0,5,240.78,2026-03-17,2026-07-28,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003801,45.0,11,1539.02,2024-09-26,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003802,114.0,5,353.05,2025-06-24,2026-05-09,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003803,186.0,6,339.88,2024-12-10,2026-02-26,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003804,74.0,12,1091.83,2024-09-12,2026-06-18,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003805,43.0,14,2114.45,2024-09-23,2026-07-19,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003806,35.0,10,737.71,2024-09-13,2026-07-27,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003807,526.0,1,16.78,2025-03-23,2025-03-23,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003808,120.0,1,13.45,2026-05-03,2026-05-03,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003809,438.0,2,83.18,2025-03-07,2025-06-19,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003810,621.0,2,17.6,2024-10-22,2024-12-18,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003811,60.0,1,19.3,2026-07-02,2026-07-02,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003812,78.0,11,739.91,2025-04-28,2026-06-14,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003813,250.0,1,103.46,2025-12-24,2025-12-24,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003814,30.0,12,863.58,2024-11-11,2026-08-01,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003815,214.0,5,416.88,2025-06-30,2026-01-29,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003816,175.0,2,87.03999999999999,2025-11-19,2026-03-09,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003817,238.0,5,759.83,2025-05-25,2026-01-05,2026-08-31,2,4,5,11,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003818,31.0,5,274.16999999999996,2025-11-20,2026-07-31,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003819,633.0,1,15.48,2024-12-06,2024-12-06,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003820,335.0,1,23.37,2025-09-30,2025-09-30,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003821,519.0,3,121.25999999999999,2024-12-11,2025-03-30,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003822,,0,0.0,,,2026-08-31,,,,,No Purchase History,Investigate: no purchase history -- confirm signup funnel / re-engage with welcome offer.
CUST003823,191.0,1,51.67,2026-02-21,2026-02-21,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003824,30.0,11,1625.74,2024-10-27,2026-08-01,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003825,286.0,1,93.73,2025-11-18,2025-11-18,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003826,61.0,1,73.37,2026-07-01,2026-07-01,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003827,144.0,5,280.86,2025-05-21,2026-04-09,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003828,228.0,3,217.66,2025-04-03,2026-01-15,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003829,357.0,1,18.53,2025-09-08,2025-09-08,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003830,646.0,1,19.47,2024-11-23,2024-11-23,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003831,227.0,3,84.76,2025-08-11,2026-01-16,2026-08-31,2,3,2,7,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003832,142.0,1,78.12,2026-04-11,2026-04-11,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003833,83.0,3,265.98,2026-04-15,2026-06-09,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003834,192.0,2,80.4,2025-11-19,2026-02-20,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003835,210.0,5,330.41999999999996,2025-04-06,2026-02-02,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003836,208.0,5,244.41,2025-04-03,2026-02-04,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003837,182.0,1,36.41,2026-03-02,2026-03-02,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003838,10.0,13,2296.15,2024-09-04,2026-08-21,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003839,534.0,2,54.84,2024-11-21,2025-03-15,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003840,233.0,2,147.72,2025-11-15,2026-01-10,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003841,149.0,1,25.8,2026-04-04,2026-04-04,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003842,59.0,1,67.52,2026-07-03,2026-07-03,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003843,502.0,1,31.58,2025-04-16,2025-04-16,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003844,253.0,1,124.53,2025-12-21,2025-12-21,2026-08-31,2,1,3,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003845,9.0,9,5043.35,2024-10-02,2026-08-22,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003846,444.0,1,36.1,2025-06-13,2025-06-13,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003847,434.0,1,102.89,2025-06-23,2025-06-23,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003848,549.0,1,19.66,2025-02-28,2025-02-28,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003849,33.0,4,132.46,2026-02-03,2026-07-29,2026-08-31,5,3,3,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003850,90.0,5,164.73000000000002,2025-09-09,2026-06-02,2026-08-31,4,4,3,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003851,75.0,4,321.46,2025-11-25,2026-06-17,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003852,216.0,6,434.88,2025-06-03,2026-01-27,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003853,199.0,2,74.77,2025-11-06,2026-02-13,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003854,186.0,5,360.11,2025-04-03,2026-02-26,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003855,390.0,1,60.91,2025-08-06,2025-08-06,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003856,84.0,3,171.07,2026-04-05,2026-06-08,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003857,648.0,1,68.0,2024-11-21,2024-11-21,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003858,70.0,2,143.07,2026-05-14,2026-06-22,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003859,672.0,1,22.44,2024-10-28,2024-10-28,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003860,88.0,10,724.44,2024-09-27,2026-06-04,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003861,121.0,2,55.09,2026-02-14,2026-05-02,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003862,10.0,12,1728.06,2024-09-09,2026-08-21,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003863,653.0,1,22.08,2024-11-16,2024-11-16,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003864,230.0,4,222.06,2025-06-25,2026-01-13,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003865,377.0,4,209.64000000000001,2025-03-30,2025-08-19,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003866,59.0,6,312.03000000000003,2025-09-24,2026-07-03,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003867,297.0,1,19.39,2025-11-07,2025-11-07,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003868,41.0,4,212.14000000000001,2026-02-19,2026-07-21,2026-08-31,5,3,3,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003869,645.0,1,39.85,2024-11-24,2024-11-24,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003870,114.0,3,244.68,2026-01-24,2026-05-09,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003871,87.0,4,127.22,2026-01-06,2026-06-05,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003872,236.0,6,586.4000000000001,2024-12-22,2026-01-07,2026-08-31,2,4,4,10,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003873,54.0,13,764.24,2024-11-14,2026-07-08,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003874,1.0,16,1014.88,2024-08-31,2026-08-30,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003875,1.0,6,5731.0,2025-10-07,2026-08-30,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003876,187.0,4,189.45999999999998,2025-10-14,2026-02-25,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003877,43.0,15,2050.68,2024-11-23,2026-07-19,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003878,29.0,10,6370.7300000000005,2024-08-30,2026-08-02,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003879,37.0,12,1935.83,2024-12-05,2026-07-25,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003880,235.0,2,338.91999999999996,2025-09-25,2026-01-08,2026-08-31,2,2,4,8,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003881,137.0,1,135.47,2026-04-16,2026-04-16,2026-08-31,3,1,3,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST003882,512.0,2,69.28,2025-03-10,2025-04-06,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003883,459.0,1,40.55,2025-05-29,2025-05-29,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003884,59.0,2,99.43,2026-03-22,2026-07-03,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST003885,45.0,10,8487.28,2025-01-01,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003886,25.0,13,1853.08,2024-11-02,2026-08-06,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003887,15.0,6,4848.85,2026-01-22,2026-08-16,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003888,599.0,1,21.53,2025-01-09,2025-01-09,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003889,525.0,4,144.99,2024-09-16,2025-03-24,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003890,191.0,4,323.15,2025-08-15,2026-02-21,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003891,47.0,9,834.08,2025-04-24,2026-07-15,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003892,402.0,1,36.64,2025-07-25,2025-07-25,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003893,507.0,1,145.36,2025-04-11,2025-04-11,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003894,57.0,1,20.38,2026-07-05,2026-07-05,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003895,637.0,2,135.85999999999999,2024-09-02,2024-12-02,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003896,401.0,1,37.02,2025-07-26,2025-07-26,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST003897,32.0,5,347.31,2025-11-23,2026-07-30,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003898,153.0,6,260.12,2025-08-04,2026-03-31,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST003899,55.0,14,1104.55,2024-09-22,2026-07-07,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003900,54.0,8,644.65,2025-04-07,2026-07-08,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003901,11.0,14,1773.21,2025-01-20,2026-08-20,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST003902,376.0,4,137.4,2024-11-26,2025-08-20,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003903,605.0,1,36.38,2025-01-03,2025-01-03,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003904,43.0,1,33.42,2026-07-19,2026-07-19,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003905,116.0,3,305.26,2026-02-18,2026-05-07,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST003906,87.0,1,70.66,2026-06-05,2026-06-05,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST003907,558.0,4,163.44,2024-09-23,2025-02-19,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST003908,330.0,4,80.79,2025-07-07,2025-10-05,2026-08-31,2,3,2,7,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST003909,530.0,1,35.39,2025-03-19,2025-03-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST003910,547.0,1,28.23,2025-03-02,2025-03-02,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
